carat,cut,colour,clarity,depth_percentage,table,x_width,y_width,z_width,price
0.32,Ideal,E,VS1,61.6,57,4.35,4.39,2.69,758
1.23,Premium,I,SI1,59.6,60,6.96,6.93,4.14,5648
0.3,Ideal,F,IF,60.7,56,4.35,4.38,2.65,1131
0.32,Ideal,I,VVS2,63,57,4.37,4.33,2.74,720
0.32,Ideal,D,VS2,61.9,57,4.37,4.39,2.71,758
0.41,Ideal,E,VS1,61.7,57,4.8,4.76,2.95,1153
0.6,Premium,F,SI2,59.5,61,5.48,5.45,3.26,1272
1.11,Premium,F,SI1,60.4,61,6.72,6.65,4.04,5091
0.7,Good,G,VS2,62.1,61,5.68,5.69,3.53,2367
1.5,Premium,H,SI2,62.3,59,7.27,7.21,4.52,7291
0.3,Ideal,D,SI1,61.9,54,4.32,4.34,2.68,552
1.02,Ideal,H,SI1,61.6,56,6.51,6.55,4.02,4476
0.36,Ideal,D,VS2,61,56,4.63,4.59,2.81,1094
1.17,Ideal,J,SI1,62.1,57,6.74,6.81,4.21,4617
0.71,VeryGood,G,VS1,62,53,5.72,5.76,3.56,3425
0.28,Ideal,F,VVS2,62.5,57,4.18,4.21,2.62,642
0.31,Ideal,G,VVS2,61.8,56,4.31,4.36,2.68,707
0.4,Premium,E,VS1,60.1,58,4.76,4.72,2.85,1125
0.3,Good,F,VS1,63.7,56,4.28,4.26,2.72,731
1.01,Premium,E,VVS2,61.8,59,6.42,6.39,3.96,9711
0.74,Premium,G,VVS1,61.2,59,5.84,5.79,3.56,3145
0.37,Premium,H,VVS2,61.3,58,4.6,4.63,2.83,746
1.21,VeryGood,D,SI2,62.3,59,6.74,6.78,4.21,6125
0.35,Ideal,F,VS2,62.2,55,4.48,4.53,2.8,706
0.35,Ideal,G,IF,61.4,55,4.59,4.56,2.81,1116
0.77,VeryGood,I,VS1,62.2,59,5.83,5.85,3.63,2682
0.32,Premium,I,VS1,61.9,58,4.36,4.4,2.71,505
0.9,Good,G,VS2,60.4,61,6.23,6.32,3.79,4547
0.31,Ideal,I,IF,62.2,54,4.39,4.36,2.72,837
0.32,Ideal,G,VVS1,61.2,55,4.41,4.44,2.71,814
0.4,Ideal,E,VS2,62.3,56,4.72,4.75,2.95,912
0.71,Premium,E,SI1,61.8,59,5.75,5.7,3.54,2817
0.3,Good,G,VS2,63.9,55,4.27,4.28,2.73,526
0.3,Ideal,D,VVS1,61.8,55,4.33,4.35,2.68,933
0.75,Premium,I,SI1,62.7,61,5.75,5.71,3.59,2142
1.16,Ideal,G,VVS2,62.2,56,6.7,6.74,4.18,9251
1.2,Ideal,G,VVS1,61.2,56,6.89,6.86,4.21,9570
0.56,Ideal,E,SI1,62.8,58,5.31,5.26,3.32,1784
1.02,Premium,G,VS2,62.6,59,6.43,6.39,4.01,6087
0.41,Premium,E,VS1,60.1,58,4.84,4.81,2.9,1153
0.23,Ideal,H,VS2,62.3,53,3.96,3.99,2.48,512
0.31,Ideal,D,SI1,62.5,53,4.37,4.34,2.72,684
0.31,Premium,G,VS2,59.2,60,4.47,4.42,2.63,698
0.27,Ideal,D,VVS1,62.2,56,4.12,4.15,2.57,622
0.5,Good,E,VS2,64.1,58,5.03,5.01,3.22,1397
0.72,Ideal,F,SI1,62.1,55,5.73,5.8,3.58,2440
1.02,VeryGood,G,VVS1,63,58,6.4,6.43,4.04,7657
0.51,Ideal,G,VS1,61.9,56,5.14,5.1,3.17,1781
0.33,Ideal,D,VS2,62.6,56,4.39,4.43,2.76,781
0.3,Ideal,E,VS2,62,53,4.31,4.33,2.68,603
0.72,Ideal,E,VS2,62,57,5.71,5.74,3.55,2843
0.51,Ideal,G,VS2,62.9,54,5.12,5.08,3.21,1546
0.41,Premium,G,VVS2,61.4,58,4.8,4.75,2.93,1076
1.01,Ideal,H,SI1,62.7,56,6.41,6.44,4.03,4851
1.01,Good,G,VS1,63.8,56,6.27,6.34,4.02,6283
1.25,Ideal,H,VS2,62.2,57,6.92,6.88,4.29,7365
0.34,Ideal,F,VS2,61,57,4.5,4.48,2.74,880
0.51,Ideal,G,SI1,61.6,56,5.19,5.14,3.18,1281
1.52,Premium,D,SI1,61.2,62,7.38,7.36,4.51,10512
0.32,Ideal,J,IF,61,57,4.42,4.46,2.71,521
0.41,Ideal,G,VS2,62.4,54,4.81,4.78,2.99,1061
1.34,VeryGood,J,SI2,62.3,61,6.97,7.05,4.37,5787
0.32,Ideal,G,SI2,62.5,55,4.4,4.37,2.74,540
0.34,VeryGood,D,SI1,59.8,61,4.5,4.53,2.7,626
0.44,Ideal,J,VVS2,62.1,55,4.88,4.91,3.04,726
0.31,Ideal,F,VVS1,62.2,54,4.36,4.39,2.72,840
1.22,Good,I,VS1,59.2,61,7.01,6.95,4.13,6713
0.23,VeryGood,E,VVS2,62.6,59,3.93,3.96,2.47,505
1.01,Good,E,VS1,63.8,55,6.32,6.41,4.06,7528
0.71,VeryGood,J,SI1,62.8,57,5.64,5.67,3.55,1841
0.32,Ideal,E,VVS2,60.8,56,4.43,4.45,2.7,837
0.71,Premium,G,SI1,60.4,59,5.81,5.75,3.49,2352
1.13,Premium,G,VVS1,59.3,59,6.87,6.79,4.05,8868
1.04,VeryGood,F,VVS2,62.5,58,6.37,6.46,4.01,8785
0.43,Ideal,I,VVS1,62.2,57,4.84,4.81,3,968
0.31,VeryGood,E,SI1,63.4,55,4.29,4.26,2.71,651
0.34,Ideal,G,IF,60.9,56,4.5,4.53,2.75,974
1.06,Premium,I,SI1,62.9,60,6.47,6.43,4.06,4155
1.17,Ideal,F,VS2,61.8,55,6.81,6.74,4.19,8072
1.23,Ideal,I,SI1,61.8,58,6.87,6.91,4.26,6389
0.42,Ideal,I,VVS1,62.5,57,4.77,4.8,2.99,884
0.76,Ideal,E,VS2,61.5,59,5.84,5.86,3.6,3497
0.39,Premium,D,VS2,61.3,58,4.7,4.73,2.89,958
1.52,Ideal,H,SI2,59.9,55,7.54,7.45,4.49,5277
0.25,Ideal,H,VVS1,62.4,55,4.04,4.08,2.53,525
0.51,Ideal,D,VS2,61.8,55,5.16,5.1,3.17,1882
0.3,VeryGood,G,VVS1,63.1,58,4.31,4.28,2.71,1013
1.01,Good,E,VS1,63.8,60,6.25,6.23,3.98,7127
0.32,Ideal,H,VVS2,61.4,54,4.4,4.43,2.71,628
0.6,Premium,E,SI1,63,60,5.44,5.39,3.41,1577
0.41,Premium,G,VVS1,61,61,4.75,4.72,2.89,1230
0.55,Ideal,J,SI1,62.5,57,5.24,5.22,3.27,1059
0.72,Ideal,J,VS1,61.1,56,5.84,5.82,3.56,2177
0.33,Good,D,VS2,61.8,61,4.4,4.44,2.73,652
0.32,Ideal,G,VS1,62,56,4.37,4.41,2.72,645
0.51,Ideal,D,SI2,62.5,55,5.15,5.12,3.21,1359
1.01,Premium,G,SI2,60.1,60,6.48,6.44,3.88,4270
1.02,Ideal,H,VS2,62,55,6.47,6.44,4,5683
1.51,Good,H,VS2,63.5,60,7.24,7.27,4.61,10628
0.3,Ideal,E,SI1,61.4,56,4.36,4.33,2.67,720
0.45,Ideal,G,VVS2,61.8,57,4.9,4.94,3.04,1105
1.21,Premium,J,VS2,62.4,58,6.83,6.79,4.25,4268
0.3,VeryGood,I,VS2,60.5,55,4.34,4.37,2.63,453
0.31,VeryGood,E,SI1,63,58,4.29,4.31,2.71,507
1.11,Ideal,I,SI1,62.4,55,6.6,6.64,4.13,4273
0.4,Premium,E,VS2,59.3,59,4.81,4.77,2.84,975
0.3,Premium,F,VVS1,62,59,4.28,4.24,2.64,1114
0.33,Ideal,G,VS1,62.3,57,4.42,4.38,2.74,854
0.34,Ideal,G,IF,61.9,54,4.5,4.52,2.79,974
0.31,Premium,I,SI1,62.3,59,4.29,4.32,2.68,408
0.3,Premium,E,SI2,61.9,58,4.31,4.28,2.66,540
0.34,Premium,D,VS2,59.3,58,4.55,4.52,2.69,1033
0.51,Ideal,D,VS2,61,57,5.15,5.18,3.15,1740
0.39,VeryGood,G,VS1,62.7,58,4.63,4.69,2.92,798
0.71,Premium,E,VS2,62.1,59,5.68,5.72,3.54,2711
0.24,VeryGood,D,VS1,61.4,58,3.99,4.02,2.46,419
1.06,Premium,G,VS1,62.2,55,6.58,6.51,4.07,6853
0.53,Ideal,D,SI2,61.9,55,5.24,5.19,3.23,1412
1.01,Premium,G,VS2,62.1,60,6.35,6.37,3.95,5839
0.33,Ideal,J,SI2,62.4,54,4.43,4.45,2.77,366
0.31,Ideal,G,SI2,60.5,57,4.4,4.36,2.65,523
0.62,Good,F,VVS2,59.9,62,5.51,5.53,3.3,2131
0.3,Premium,I,VS1,59.8,60,4.34,4.36,2.6,473
0.46,Ideal,E,VVS2,62.6,55,4.95,4.92,3.09,1736
0.31,Ideal,G,VVS1,61.7,54,4.36,4.39,2.7,789
0.5,Ideal,H,IF,61,56,5.15,5.17,3.15,1923
0.44,Ideal,E,VS2,62.4,57,4.88,4.9,3.05,1003
1.01,Ideal,H,VS1,62.6,57,6.4,6.37,4,5882
0.5,VeryGood,G,VVS1,59.6,63,5.16,5.11,3.06,1987
0.59,Ideal,F,SI1,62,57,5.41,5.34,3.33,1561
1.65,Premium,I,SI2,62,59,7.61,7.54,4.7,8590
1.11,Good,F,SI1,63.1,56,6.59,6.63,4.17,5769
1.51,VeryGood,I,SI2,60,59,7.45,7.52,4.49,7841
0.42,Ideal,G,VVS2,62.1,57,4.77,4.8,2.97,1031
0.4,Fair,G,VS2,64.6,55,4.62,4.64,2.99,722
0.42,Premium,E,SI1,62,58,4.82,4.85,3,722
0.96,Premium,D,SI2,60,61,6.36,6.32,3.81,4274
1.14,Good,H,SI1,62.8,58,6.62,6.67,4.17,5487
1.23,Ideal,E,SI2,62.1,55,6.91,6.84,4.27,7336
0.4,Ideal,E,SI1,61.1,56,4.79,4.77,2.92,945
0.83,Ideal,H,VS2,61.3,54,6.06,6.1,3.73,3027
0.34,Ideal,E,SI1,61.4,54,4.53,4.5,2.77,765
0.57,Good,G,SI1,63.3,55,5.29,5.32,3.36,1364
0.24,VeryGood,F,VVS2,62.3,58,3.95,3.98,2.47,552
0.9,Premium,G,SI1,60.6,57,6.28,6.2,3.78,4455
1.56,Good,H,SI1,63.7,57,7.34,7.25,4.65,7862
0.41,Premium,H,SI1,62,59,4.8,4.78,2.97,876
0.52,Ideal,E,VS2,61.2,56,5.16,5.23,3.18,1689
0.44,Ideal,E,SI1,61.1,56,4.9,4.92,3,810
0.41,Ideal,H,SI2,60.8,57,4.84,4.8,2.93,787
0.37,Ideal,H,VVS1,61.9,54,4.63,4.65,2.87,815
1.54,VeryGood,J,VS2,62.7,60,7.34,7.37,4.61,7695
0.53,Ideal,I,VS1,61.6,57,5.21,5.18,3.2,1383
0.43,Premium,F,VS2,61.1,57,4.9,4.86,2.98,968
1.2,Good,I,SI2,64.1,57,6.7,6.62,4.27,4476
0.34,Premium,H,VS2,62.6,60,4.42,4.46,2.78,537
1,Good,I,SI1,61,60,6.36,6.39,3.89,4496
0.72,Good,D,VS2,64,54,5.68,5.7,3.64,2827
1.11,Ideal,H,SI2,62.6,56,6.58,6.65,4.14,4719
0.9,VeryGood,E,SI1,62.9,55,6.18,6.22,3.9,3863
0.3,VeryGood,I,SI1,62.6,57,4.25,4.28,2.67,405
0.8,VeryGood,D,SI2,62.5,59,5.88,5.92,3.69,2862
0.3,Ideal,E,VVS1,62.1,57,4.27,4.29,2.66,862
0.39,Premium,F,VS2,62.4,58,4.65,4.61,2.89,1053
0.37,Premium,G,VS2,60.1,59,4.68,4.64,2.8,833
0.55,Ideal,F,VS1,61.3,57,5.25,5.28,3.23,1809
1.22,Premium,G,SI1,61.2,60,6.82,6.75,4.15,6449
1,Good,F,SI2,62,59,6.32,6.36,3.93,4204
1.02,Premium,G,VS1,62,56,6.5,6.43,4.01,6683
0.55,Ideal,F,VVS2,62.3,54,5.27,5.29,3.29,2558
0.53,Ideal,F,VVS2,61.3,57,5.2,5.24,3.2,2160
0.42,Ideal,F,VS1,62.3,55,4.79,4.77,2.98,1103
0.38,Ideal,E,SI2,61.2,57,4.71,4.67,2.87,812
1.14,Ideal,H,SI1,62.3,56,6.69,6.77,4.19,5382
0.71,VeryGood,F,VS1,62.9,55,5.68,5.71,3.58,3175
1.01,Good,I,SI1,61.7,58,6.33,6.4,3.93,4171
0.5,Premium,E,SI2,59.5,59,5.16,5.19,3.08,1154
0.7,Ideal,F,VVS2,61.9,54.8,5.68,5.72,3.53,3741
0.33,Ideal,I,IF,62.1,55,4.41,4.44,2.75,694
0.37,Premium,G,VS1,61.5,58,4.6,4.57,2.82,957
0.3,Ideal,F,VS2,60.7,56,4.32,4.34,2.63,605
0.9,Premium,G,I1,61.3,59,6.2,6.15,3.78,1777
0.59,Ideal,E,SI1,62,55,5.37,5.4,3.34,1664
0.81,Ideal,E,VS2,60.4,57,6.02,6.06,3.65,3231
1.21,Good,E,I1,63.3,63,6.67,6.72,4.24,3726
0.71,Good,I,VS2,61.1,60.6,5.71,5.74,3.49,2145
0.45,Ideal,E,SI2,61.5,55,4.92,4.97,3.04,706
0.24,VeryGood,F,VVS2,60.5,59,3.98,4.05,2.43,552
0.31,Ideal,G,VVS2,61.7,57,4.36,4.39,2.7,671
0.76,Premium,D,SI1,61.6,59,5.84,5.82,3.59,2942
0.7,Premium,I,VVS2,60.1,59,5.8,5.72,3.46,2352
1.09,VeryGood,H,VS1,60.2,61,6.66,6.7,4.02,5845
0.33,Ideal,I,IF,61.2,56,4.46,4.49,2.74,862
0.3,VeryGood,H,VS2,62.7,59,4.22,4.26,2.66,473
0.56,Ideal,G,VVS1,62,56,5.28,5.3,3.28,2202
0.79,Good,D,SI2,63.9,56,5.89,5.84,3.75,2539
0.31,Good,D,SI2,63.1,54,4.33,4.38,2.75,462
1,VeryGood,G,VS2,61.8,59,6.29,6.37,3.91,5600
0.34,Good,H,VS1,64,58,4.49,4.45,2.86,689
0.51,Ideal,G,VVS2,61.9,55,5.14,5.17,3.19,1926
1.01,Good,I,VS1,63.8,57,6.31,6.23,4,4016
0.39,Ideal,G,SI2,61.2,56,4.71,4.73,2.89,603
1.5,VeryGood,I,VS2,60.1,60,7.38,7.35,4.43,8974
0.82,Ideal,E,SI1,61.8,53,6.02,6.05,3.73,3979
0.23,VeryGood,D,VVS1,63.3,57,3.9,3.93,2.48,478
1.01,VeryGood,F,VS2,60.5,59,6.51,6.54,3.95,6944
1.14,Ideal,E,VS2,62.4,55,6.71,6.64,4.17,9516
0.59,VeryGood,D,SI1,62.3,54,5.38,5.41,3.36,1816
0.32,Ideal,E,VS1,59.9,55,4.46,4.49,2.68,758
0.41,VeryGood,G,SI2,59.9,60,4.82,4.86,2.9,656
0.23,VeryGood,F,VVS1,60.7,55,3.98,4,2.42,525
1.59,VeryGood,J,VS1,60.7,59,7.49,7.54,4.56,8515
0.32,Ideal,E,SI2,62,55,4.41,4.36,2.72,576
0.39,Premium,G,VS1,62.6,58,4.66,4.7,2.93,855
0.34,Premium,E,VS2,61.1,60,4.45,4.48,2.73,745
1.01,Premium,G,VS2,61.2,59,6.43,6.37,3.92,5131
0.58,Ideal,E,SI1,61.6,55,5.38,5.33,3.3,1758
0.7,VeryGood,J,VVS1,63.3,55,5.63,5.68,3.58,2042
1.23,Premium,F,SI2,61.7,58,6.85,6.95,4.26,4876
1.01,Ideal,G,VS2,61.9,58,6.37,6.43,3.96,6449
1,Good,G,SI2,64.2,57,6.25,6.27,4.02,3906
1.09,Ideal,J,VS2,62,54,6.64,6.61,4.11,4361
0.51,Ideal,E,SI1,60.8,57,5.17,5.22,3.16,1437
0.51,Ideal,J,SI1,61.5,56,5.14,5.17,3.17,1004
1.51,Good,G,SI1,63.1,56,7.2,7.28,4.57,9258
0.3,VeryGood,E,SI1,59.7,59.9,4.36,4.4,2.61,526
1,Good,E,VS1,60.6,63,6.28,6.42,3.85,6822
1.24,Good,E,SI1,63.5,55,6.82,6.86,4.35,7563
0.31,Ideal,G,VS2,61.7,55,4.35,4.37,2.69,544
0.81,Ideal,E,VS1,61.6,55,5.96,6.02,3.69,4764
0.7,Good,F,VS1,59.1,62,5.82,5.86,3.44,2877
0.32,Ideal,E,SI1,61.9,55,4.4,4.43,2.73,559
1.53,VeryGood,H,SI1,61,61,7.4,7.45,4.53,10468
1.01,Premium,J,VS1,63,55,6.39,6.34,4.01,3790
1.05,Ideal,F,VS1,62.3,55,6.53,6.5,4.06,8100
1.21,VeryGood,F,VS2,60.1,58,6.85,6.92,4.14,10283
1,VeryGood,G,VS1,62.4,57,6.38,6.41,3.99,6642
0.37,Ideal,G,VS2,62.2,57,4.59,4.64,2.87,649
0.9,VeryGood,E,SI2,63.5,58,6.08,6.14,3.88,3697
0.32,Premium,H,VVS2,62.3,58,4.37,4.33,2.71,828
0.96,Good,D,SI2,64,62,6.16,6.13,3.93,3419
0.3,Ideal,G,VS1,62.4,57,4.3,4.32,2.69,624
0.73,Ideal,J,VS2,62.3,55,5.74,5.78,3.59,2101
0.36,Ideal,I,SI1,61.7,55,4.58,4.62,2.84,505
0.33,Ideal,E,VS2,61.2,56,4.45,4.47,2.73,723
1.33,Premium,H,VS2,60.7,59,7.08,7.13,4.31,7982
0.3,Ideal,D,VS2,62.3,56,4.32,4.29,2.68,911
1.01,VeryGood,F,SI1,60.8,59,6.49,6.53,3.96,4869
0.71,Premium,H,SI1,62.3,61,5.65,5.61,3.51,2049
1.01,VeryGood,G,SI2,63.1,55,6.36,6.31,4,3507
0.4,VeryGood,F,SI1,62.1,57,4.65,4.69,2.9,687
0.41,Ideal,D,VS1,61.8,57,4.8,4.75,2.95,1230
0.38,VeryGood,E,VS1,63,56,4.61,4.63,2.91,891
0.71,VeryGood,H,SI1,63.5,57,5.67,5.64,3.59,2207
0.41,VeryGood,F,SI1,63.6,57,4.72,4.75,3.01,680
0.34,Premium,G,VS2,61.8,58,4.5,4.47,2.77,765
0.7,Ideal,G,SI1,62,56,5.66,5.69,3.52,2699
1.21,Ideal,G,VS1,61.8,55,6.81,6.87,4.23,8864
0.3,Premium,E,SI1,60.6,58,4.3,4.34,2.62,526
1.26,Ideal,G,VS2,61.5,57,6.94,6.89,4.25,5792
1.11,Ideal,H,SI1,62.7,56,6.65,6.59,4.15,5386
0.42,VeryGood,G,SI1,63.2,57,4.79,4.77,3.02,945
0.75,VeryGood,E,SI1,63.4,57,5.77,5.75,3.65,2698
1.21,Premium,I,SI1,62,56,6.89,6.83,4.25,5285
0.34,Premium,E,SI2,62.5,59,4.46,4.43,2.78,612
1.04,Premium,E,VVS1,62.5,59,6.41,6.46,4.02,10350
1.01,Good,H,VS2,63.5,61,6.24,6.32,3.99,4959
0.5,Ideal,D,VVS2,62.5,53,5.05,5.13,3.18,2475
1.01,VeryGood,F,SI2,61.8,56,6.43,6.38,3.96,4298
0.41,VeryGood,F,SI1,62.8,57,4.69,4.73,2.96,755
0.53,VeryGood,E,VVS2,62.3,55,5.18,5.22,3.23,2280
0.7,VeryGood,I,SI2,63.2,60,5.62,5.55,3.53,1672
1.24,VeryGood,I,VS2,62.7,55,6.82,6.87,4.29,5836
1.1,Ideal,H,SI1,62,57,6.66,6.7,4.14,5370
0.31,Premium,H,VS1,62.4,58,4.34,4.28,2.69,698
1.21,Premium,H,VS1,62.3,58,6.77,6.84,4.24,7094
0.7,Ideal,E,SI1,60.1,57,5.78,5.83,3.49,2929
0.62,Ideal,G,VVS2,61.6,56,5.48,5.51,3.38,2861
1.25,Ideal,F,VS2,62.8,57,6.87,6.85,4.31,8764
0.33,Ideal,E,VS2,60.3,57,4.51,4.54,2.73,723
0.44,Premium,E,VS2,60.4,58,4.93,4.87,2.96,1073
0.9,Premium,H,SI1,60.7,59,6.26,6.19,3.78,3730
0.7,VeryGood,G,I1,63.1,56,5.6,5.51,3.51,1115
0.7,Ideal,J,SI1,62.3,57,5.69,5.71,3.55,1974
0.71,Good,G,SI1,63.6,56,5.65,5.67,3.6,2428
0.43,Ideal,F,IF,61.5,56,4.89,4.86,3,1580
0.52,VeryGood,E,SI1,61.1,62,5.16,5.18,3.16,1343
0.9,Ideal,F,SI1,61.5,56,6.25,6.2,3.83,4284
0.51,Premium,D,VS2,59.7,58,5.24,5.18,3.11,1882
0.32,Ideal,D,VS2,61.7,54,4.38,4.43,2.72,758
0.41,Ideal,E,VS1,62,55,4.74,4.77,2.95,1079
0.71,VeryGood,I,VS2,59.5,57,5.85,5.88,3.49,2111
1.01,VeryGood,F,VS2,63.8,55,6.31,6.38,4.05,7135
0.7,Premium,E,SI1,61.2,62,6.65,5.73,3.48,2396
0.37,Premium,G,VS2,60.1,59,4.64,4.68,2.8,649
1.01,Ideal,G,SI2,62.8,56,6.4,6.44,4.03,4269
1.11,Ideal,G,SI1,62.6,57,6.64,6.59,4.14,5061
1.22,Ideal,I,VS1,62.6,57,6.8,6.76,4.24,6887
0.92,VeryGood,F,SI2,62.1,59,6.21,6.26,3.87,3854
0.8,Premium,I,VS2,62.9,61,5.84,5.77,3.65,2616
1.21,Premium,E,SI2,61,58,6.93,6.88,4.21,4933
1.02,Premium,G,VS2,62.7,58,6.4,6.45,4.03,6058
1.4,Ideal,G,VS2,61.7,56,7.2,7.25,4.46,10311
0.78,Premium,J,SI2,60.6,58,5.94,5.91,3.59,2022
0.7,Premium,D,SI1,62.1,62,5.63,5.58,3.48,2339
0.38,Ideal,E,VS1,62.2,54,4.65,4.63,2.89,1211
0.9,VeryGood,F,SI2,60.8,55,6.25,6.28,3.81,3552
0.31,VeryGood,H,VS1,63.1,57,4.34,4.31,2.73,698
1,VeryGood,D,SI2,61.5,63,6.32,6.27,3.87,4295
0.41,Ideal,F,VS1,62.5,57,4.76,4.75,2.97,1076
0.3,VeryGood,F,VVS1,61.8,55,4.32,4.35,2.68,783
0.38,Ideal,H,VS2,62.8,55,4.66,4.64,2.92,898
1.25,Premium,J,SI2,62.3,59,6.82,6.86,4.26,4331
0.26,VeryGood,D,VVS2,60.4,59,4.15,4.19,2.52,597
0.72,Ideal,E,SI2,61.8,55,5.77,5.75,3.56,2308
0.34,VeryGood,H,VVS2,62.7,59,4.43,4.47,2.79,686
0.3,Premium,F,VS2,62.8,58,4.28,4.25,2.68,776
0.44,Ideal,D,VS1,62.3,55,4.88,4.84,3.03,1294
0.72,VeryGood,E,VS2,63,57,5.69,5.73,3.6,2923
1,Ideal,J,SI1,62.7,58,6.35,6.41,4,3788
0.35,Ideal,I,VS2,59.8,57,4.59,4.6,2.75,491
0.59,VeryGood,H,VVS2,61.1,57,5.39,5.48,3.32,1771
1.08,Good,E,SI1,63.1,59,6.49,6.53,4.11,5096
1,Good,G,VS1,63.9,55,6.34,6.28,4.03,6028
0.74,VeryGood,G,SI1,63.5,60,5.73,5.68,3.62,2468
0.52,Ideal,D,SI1,61.2,57,5.18,5.22,3.18,1429
1,VeryGood,D,SI1,63.2,60,6.31,6.35,4,5851
0.55,Ideal,G,VVS1,62.6,56,5.24,5.27,3.29,2116
0.3,Ideal,E,SI1,61.1,57,4.3,4.34,2.64,499
0.54,VeryGood,I,VS2,62.3,56,5.17,5.22,3.24,1317
1.2,VeryGood,F,VVS2,63.8,58,6.67,6.69,4.26,10173
0.3,VeryGood,G,VS2,61.1,62,4.28,4.33,2.63,491
0.4,Good,E,SI1,63.9,55,4.67,4.72,3,687
0.4,Premium,H,VS1,61.8,59.2,4.72,4.74,2.92,793
0.41,Ideal,G,VS2,62.5,56,4.72,4.75,2.96,827
0.32,Premium,E,SI1,62,60,4.43,4.38,2.73,624
0.91,Premium,G,VS2,59.5,58,6.34,6.26,3.75,4241
0.9,VeryGood,D,SI1,63.5,57,6.15,6.11,3.89,4304
0.42,Ideal,G,VVS2,62.6,55,4.77,4.78,2.99,1031
0.31,Ideal,E,VS1,61.1,54,4.37,4.4,2.68,692
0.32,Premium,E,VVS2,59.9,58,4.5,4.45,2.68,1080
0.31,Ideal,G,VVS2,62.7,57,4.32,4.35,2.72,660
0.7,Good,E,VS1,61.3,62,5.64,5.72,3.48,3277
0.41,Premium,D,VS2,61.8,58,4.76,4.79,2.95,846
0.77,Ideal,G,SI1,61.5,56,5.89,5.92,3.63,3253
0.27,VeryGood,D,VS1,63.2,55,4.1,4.16,2.61,470
0.72,VeryGood,G,SI1,62.8,59,5.69,5.74,3.59,2265
0.38,Premium,F,VS1,60.2,58,4.73,4.71,2.84,1117
0.3,VeryGood,G,SI1,60.1,58,4.31,4.34,2.6,413
1,VeryGood,F,VS2,62.8,57,6.29,6.35,3.97,6957
0.2,Premium,D,VS2,61.7,60,3.77,3.72,2.31,367
1.15,Premium,J,SI1,62.3,55,6.76,6.66,4.18,4347
0.3,Ideal,H,SI2,60,56,4.41,4.43,2.65,408
0.96,Ideal,I,I1,62,56,6.3,6.34,3.92,2363
0.35,Ideal,E,VS2,62.4,57,4.52,4.55,2.83,767
1.15,Ideal,I,SI1,62.3,57,6.74,6.67,4.18,4925
0.7,VeryGood,G,VS2,62.2,61,5.54,5.59,3.46,2633
0.3,Ideal,G,VS2,62.5,53,4.3,4.27,2.68,675
0.52,VeryGood,F,SI1,60,58,5.21,5.26,3.14,1261
1.02,Ideal,H,I1,62.1,56,6.45,6.4,3.99,3987
0.91,VeryGood,F,SI1,63.5,58,6.15,6.1,3.89,3195
0.36,Premium,E,SI2,60.6,59,4.61,4.57,2.78,648
1.14,Ideal,F,VS1,61.1,55,6.74,6.78,4.13,8953
0.91,Premium,F,SI1,62.1,56,6.24,6.2,3.86,4204
0.53,VeryGood,D,VVS2,60.5,57,5.23,5.31,3.19,2542
0.7,Ideal,G,VS2,62.3,57,5.66,5.7,3.54,2723
1.26,Ideal,J,VVS1,61.4,60,6.92,6.95,4.26,6186
0.37,VeryGood,F,VS2,61.2,60,4.59,4.63,2.82,746
0.69,Ideal,F,SI1,61.3,55,5.72,5.74,3.51,2459
0.78,Ideal,D,SI2,61.3,56,5.95,5.99,3.66,2722
0.75,Ideal,I,VS2,60.4,59,5.86,5.9,3.55,2680
0.28,Premium,E,VVS1,61.1,60,4.21,4.17,2.56,828
0.41,Ideal,E,VVS2,61,56,4.79,4.82,2.93,1187
1.19,Ideal,F,SI1,62.1,56,6.81,6.84,4.24,5937
0.51,Premium,D,SI1,62,59,5.15,5.11,3.18,1602
0.59,VeryGood,D,VS1,62.6,58,5.34,5.39,3.36,2254
0.3,Premium,E,VS2,62.5,58,4.31,4.26,2.68,844
1.06,Ideal,I,SI2,61.8,57,6.57,6.6,4.07,4270
1.11,Ideal,I,VS2,62.2,56,6.69,6.62,4.14,5073
0.53,Good,E,SI1,64.1,54,5.11,5.16,3.29,1332
0.58,VeryGood,I,VS2,61.7,54.1,5.37,5.4,3.32,1408
1.2,Ideal,G,SI1,62.7,56,6.78,6.83,4.27,7372
0.33,Ideal,H,VVS2,60.9,57,4.52,4.48,2.74,854
1.31,Ideal,H,VS2,61.8,57,7.02,7.06,4.35,8261
0.43,VeryGood,E,SI1,63.4,56,4.79,4.77,3.03,921
0.44,VeryGood,E,SI2,63.2,59,4.85,4.8,3.05,878
1.47,Premium,F,SI2,61.6,60,7.38,7.33,4.53,8314
1.14,VeryGood,E,VS1,63.1,59,6.63,6.61,4.18,8315
1.35,Ideal,G,VS1,61.5,56,7.12,7.15,4.39,10193
0.89,VeryGood,I,VS2,63.1,55,6.09,6.17,3.87,3238
0.3,Ideal,F,VS1,61.9,55.1,4.31,4.34,2.68,652
0.34,Ideal,E,VS2,62.1,55,4.49,4.47,2.78,956
0.34,VeryGood,D,SI1,62.8,58,4.44,4.48,2.8,626
0.32,Premium,H,VS1,62.3,58,4.39,4.34,2.72,720
0.32,Ideal,G,VS1,60.7,56,4.46,4.43,2.7,773
1.02,Ideal,E,SI2,62.4,55,6.44,6.47,4.03,4398
